record - dc:cdmid,image_url,record - dc:title,record - dc:cdmfile,record - dc:cdmpath,record - dc:viewerURL,record - dc:cdmcreated,record - dc:cdmmodified,record - dc:format,record - dc:subject,record - dc:publisher,record - dc:type,record - dc:creator,record - width,record - height,record - dc:source,record - dc:language,record - dc:identifier,record - dc:date,record - dc:description,record - dc:coverage,record - dc:relation,related_to,record - illust_tech,record - dc:contributor,record - tag,record - text,record - notes,record - dc:audience
124,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=124,A 6% Dividend (3),125.jpg,/p4129coll7/image/125.jpg,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/124,2004-02-17,2004-02-17,JPG,Milk hygiene; Nutrition; Infant mortality;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,9,16,Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials,English,mk1e003m003.jpg,[1913],"caption title: ""8,643 children under 5 years of age""; describes how increasing numbers of children are living healthy lives due to clean milk's increasing availability; attributes report to the New York Evening Post, dated  Jan. 9, 1913.",New York. New York City.,back of mk1e003,mk1e003,,Jonathan Frater,,,3 of 3,"parents, caretakers, physicians"
125,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=125,A 6% Dividend Paid in 1912,126.cpd,/p4129coll7/image/126.cpd,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/125,2004-02-17,2004-02-17,JPG,Infant mortality; Milk hygiene; Stats;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,9,16,Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials,English,mk1e003,[1913],Folded leaflet (one sheet) printed on two faces presenting infant mortality statistics for New York City in 1911 and 1912.,,,,Halftone photomechanical prints,,,,,
126,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=126,While There's Care There's Hope,127.cpd,/p4129coll7/image/127.cpd,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/126,2004-02-17,2004-02-17,JPG,Infant mortality; Summer; Nutrition;,The New York Academy of Medicine,Postcards,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,16,9,Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials,English,mk1e008,[1911],"Post card printed on two sides, presenting infant mortality statistics for July 1911. Includes text reprinted from New York Globe, August 2, 1911; New York Herald, August 2, 1911; New York American, August 2, 1911; New York World, August 2, 1911.  ""Efficient Citizenschip No. 464""",,,,,,,,,
127,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=127,Record of Accomplishments and Prospectus (1),128.jpg,/p4129coll7/image/128.jpg,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/127,2004-02-18,2004-02-18,JPG,Milk; Infant mortality,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,9,16,Printed Ephemera of the New York Milk Committee.; Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e002m001.jpg,1910,,New York. New York City.,front of mk1e002,mk1e002,,,,,,
128,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=128,Record of Accomplishments and Prospectus (2),129.jpg,/p4129coll7/image/129.jpg,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/128,2004-02-18,2004-02-18,JPG,Milk hygiene; Education; Legislation; Publicity;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,18,16,Printed Ephemera of the New York Milk Committee.; Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e002m002.jpg,1910,,New York. New York City.,inside faces 1 and 2 of mk1e002,mk1e002,,,,"PURPOSE.<br>   The New York Milk Committee is a group of private citizens consisting of leading sanitarians, bacteriologists, dietitians, physicians, producers, dealers and philanthropists.  The purpose of the Committee is the improvement of the milk supply for the City of New York, the reduction of infant mortality and the education of the public to the proper use of milk. <br><br>      [Page 2]<br>   ACTIVITIES.<br>   I. Research:  Into the problems arising out of the relation of impure milk to sickness and mal-nutrition. <br><br>   II. Education:  Of the community, by means of leaflets, reports, bulletins, newspaper service, lectures and exhbitions, which show the importance of the problem of providing for an adequate supply of pure milk, and point out the steps so far established.<br><br>   III. Promotion:  By organizing various movements on its own initiative, and by aiding in the furtherance of movements begun by others, which carry forward the cause of a clean milk supply.<br><br>   IV. Legislation:  By initiativng legislation which tends to raise the standards of milk supply; and by a carful watch on all legislation, with a view to preventing (a) the lowering legislative safeguards that now exist, and (b) the defeat of new measures intended to advance the cause of wholesome and clean milk.",,
129,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=129,Record of Accomplishments and Prospectus (3),130.jpg,/p4129coll7/image/130.jpg,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/129,2004-02-18,2004-02-18,JPG,Milk depots; Milk hygiene; Education; Physicians; Nurses; Mothers; Tuberculosis; Dairy farming;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,18,16,Printed Ephemera of the New York Milk Committee.; Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e002m003.jpg,1910,,New York. New York City.,inside faces 3 and 4 of mk1e002,mk1e002,,,,"ACCOMPLISHMENTS.<br><br>   I. Research:<br>   1. It carred on an experiment in infants' milk depots and through doctors and nurses which showed for the first time the relative importance of pure mik and education of mothers in the reduction of infant mortality.<br><br>   2. It made a comparative study of infant moratlity in rich, middle-class and tenement districts, which determined the close relation which prevails between ignorant poverty and a high infant mortality.<br><br>   3.  It made an investigation which determined that a large proportion of tenement families are unable to pay the present consumer's price for pure milk, and that a majority are unable to pay the price for modified milk for their babies.<br><br>   4.  It carried on a campaign of educational work through doctors and nurses which determined that the majority of mothers among the poor are capable of intelligently modifying the milk for their babies at home.<br><br>   5.  It demonstrated that clean milk which shall be cheap, is needed for the reduction of infant mortality rather than expensive modified milk.<br><br>      [page break]   6.  It demonstrated through its own philanthropic and educational milk company that clean milk, equal in its bacteriological count to certified milk, can be produced under established conditions and sold at the average price of milk.<br><br>   7.  It showed, by the inconclusive results obtained by feeding 700 infants in its milk depots on raw and pasteurized milk, the necessity of a thorough scientific experi-ment among infants under constant and complete control.<br><br>   8.  It demonstrated in its milk depts that the distribution of clean mlk, combined with the education of mothers and discriminating relief, furnishes the most economical and efficient means of reduc-ing infant mortality.<br><br>   9.  It made the first comprehensive study of bovine tuberculosis and its methods of control in New York State.  (In co-oper-ation with the New York City Committee on the Prevention of Tuberculosis.)<br><br>   10.  It studied and pointed out serious defects in the methods employed by the Municipal Civil Service Commission in selecting competent country and city milk inspectors.<br><br>",,
130,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=130,Record of Accomplishments and Prospectus (4),131.jpg,/p4129coll7/image/131.jpg,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/130,2004-02-18,2004-02-18,JPG,Milk depots; Infant mortality; Tuberculosis; Motion pictures; Education; Dairy farming; Charitable organizations; Social classes;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,18,16,Printed Ephemera of the New York Milk Committee.; Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e002m004.jpg,1910,,New York. New York City.,inside faces 5 and 6 of mk1e002,mk1e002,,,,"II. Education:<br>   1.  It published a report, ""Infants' Milk Depots and Their Relation to Infant Mortality,"" which has been used as a text book.<br>   2.  It published and distributed one thousand copies of a report on Bovine Tuberculosis in New York State, (in co-operation with the New York City Committee on the Prevention of Tuberculosis.)<br>   3.  It originated and conducted public lecture to educate the people to the proper use of milk.<br>   4.  It originated and supervised the preparation of a series of moving-pictures on Milk Production, which have told the story of pure milk to hundreds of thousands of people throughout the United States.<br>   5.  It prepared a permanent exhibit on Milk and Infant Mortality.<br>   6.  It distributed a leaflet written by one of its members outlining a method of sanitary milk production which has been widely adopted.<br>   7. It prepared a leaflet , ""How to Establish and Maintain Infants' Milk Depots.""<br>   8.  It prepared and published a leaflet, ""Milk; Its Value and Care in the Home."" (Thirty-five thousand distributed to the families of milk consumers.)<br>   9.  It established a press service con-cerning milk questions in the five States supplying milk to New York City.<br><br>      [page break]<br>      III. Promotion:<br>   1.It originated, established and main-tained the first infants' mik depots wherein were combined the French idea of classes of instructions by physicians, the services of trained nurses, the distri-bution of pure milk, the giving of discriminating relief, and the collection of reliable social statistics.<br>   2.  It offered for the first time in its own organization, an opportunity for farmers and milk producers to meet with milk dealers, bacteriologists, sanitarians, physicians, child specialists and philan-thropists, in solving the problem of the milk supply.<br>   3.  It organized the first philanthropic and educational milk company--the New York Dairy Demonstration Company--to produce and distribute pure milk at moderate cost to poor peple, and to show what is the cost of producing such milk.<br>   4.  In conjunction with the Health De-partment it called the first important conference on milk ever held in New York City.<br>   5.  It brought about the appointment of Mayor McClellans' Milk Commission.<br>   6.  It suggested and took an active part in organizing the New York Conference on the Care of Babies.<br>   7.  It suggested and took an important part in bringing about the municipal in-<br>   [page break]",,
131,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=131,Record of Accomplishments and Prospectus (5),132.jpg,/p4129coll7/image/132.jpg,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/131,2004-02-18,2004-02-18,JPG,Economic policy; Standardization; Milk hygiene; Agriculture;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,18,16,Printed Ephemera of the New York Milk Committee.; Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e002m005.jpg,1910,,New York. New York City.,outside faces 1 and 2 of mk1e002,mk1e002,,,,"struction of groups of mothers in the care of milk and feeding of infants in New York City.<br><br>   8. It took an important part in secur-ing the first appropriation from New York City ($40,000) for the establish-ment of nunicipal infants' milk depots.<br><br>   9.  It brought about a conference be-tween milk producers in New York State and milk producers in Massachusetts--the first step in interstate co-operation along milk lines.<br><br>   10. It called a conference of national milk experts which<br>   (a) urged Congress to appoint a joint committee to investigate the milk question;<br>   (b) requested the Milk Committee to appoint a special Commission to formulate national milk stand-ards for the consideration of the Congress and the States;<br>   (c) placed itself definitely on record with regard to many disputed milk matters;<br>   (d) recommended the labeling in New York City of milk safe for babies and young children, and laid down standards for such milk;<br>   (e) took steps toward effecting a national organization for the study and improvement of the milk supply.<br><br>      [page break]<br>      IV. Legislation:<br>   1.  It urged and brought about a law prohibiting the use of rusty and defective milk cans.<br><br>   2.  It urged and took an active part in securing an increased appropriation for the State Department of Agriculture.<br><br>   3.  It supported legislation excluding persons suffering from infectious and contagious diseases from selling or hand-ling milk.<br><br>   4.  It formulated a bill for the regula-tion of bovine tuberculosis which served as the basis for an important amendment to the agricultural law.<br><br>   5.  It urged and brough about the readjustment of the new York State standard of milk.<br><br>   6.  It urged the city to appropriate money for milk inspection carried on by the New York Health Department.<br><br>   7.  It proposed a change in the method of Civil Service examinations for country milk inspectors, and the Secretary of the Committee was appointed Official Ex-aminer for the Civil Service Board.<br>",,
132,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=132,Record of Accomplishments and Prospectus (6),133.jpg,/p4129coll7/image/133.jpg,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/132,2004-03-08,2004-03-08,JPG,Nutrition; Milk; Standardization; Legislation; Food adulteration & inspection;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,18,16,Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e002m006.jpg,1910,,New York. New York City.,outside faces 3 and 4 of mk1e002,mk1e002,,,,"PROGRAM FOR 1911<br> I. Research:<br> 1.  An exhaustive investigation to deter-mine what nutritive difference, if any, exists between raw, pasteurized and boiled milk.<br> 2.  An investigation to determine the character of the New York City milk supply.<br> 3.  The continuation, through the New York Dairy Demonstration Company, of the experiment to determine the lowest poss-ible cost of producing a cheap, clean milk.<br> 4.  The continuation of the study of the problem of reducing infant mortality through milk distribution and the educa-tion of mothers and school girls in baby hygiene.<br> 5.  The study of present legislation gov-erning the milk question, and the codifica-tion of current knowledge on milk matters.<br> 6.  A comprehensive study for the working out of national milk standards and of methods for controlling the milk supply. (Through a special committee of experts appointed at the request of the New York Milk Conference held in December 1910.)<br><br> II. Education:<br> 1.  The conducting of a permanent ex-hibition on Milk and Infant Mortality.<br> 2.  The giving of popular illustrated lectures on milk topics.<br> 3.  The publication and distribution of leaflets on the milk question.<br> 4.  The continuation of a bulletin news service to the press.<br><br> [page break]<br><br> III. Promotion:<br> 1. The extension of the number of milk depots in New York City.<br><br> 2.  The organization of a district plan for financing infants' milk depots and for co-ordinating the work of agencies en-gaged in saving the lives of babies.<br><br> 3. The suggestion and encouragement of a national movement to improve the milk supply.<br><br> IV. Legislation:<br><br> 1.  Urging the adoption and enforce-ment by Congress and the States of milk standards as follows:<br> (a) Chemical Standards;<br> (b) Bacteriological Standards;<br> (c) Standards of Pasteurization, as regards Time and Temperature.<br> (d) Standards of Sanitation, Method and Equipment.<br><br> 2.  The urging of legislation for the more complete control of bovine tuber-culosis.<br><br> 4.  The urging of legislation to require the labeling of milk which is safe for babies.",,
133,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=133,Record of Accomplishments and Prospectus (7),134.jpg,/p4129coll7/image/134.jpg,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/133,2004-02-18,2004-02-18,JPG,Milk depots; Dairy farming; Infant mortality; Publicity;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,9,16,Printed Ephemera of the New York Milk Committee.; Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e002m007.jpg,1910,,New York. New York City.,back of mk1e002,mk1e002,,,,"STEPHEN G. WILLIAMS, Chairman<br>   MARSHALL L. WARRIN, Treasurer<br>   WILBUR C. PHILLIPS, Secretary [text blacked out in original]<br><br>      CHARIMEN SUB-COMMITTEES<br><br>   Godfrey R. Pisek, M.D. -- Infant Mortality.<br>   Linsly R. Williams, M.D. -- Medicine.<br>   Mrs. J. Borden Harriman -- Infants' Milk Depots.<br>   Charles E. North, M.D. -- Sanitation, Bateriology and Public Health.<br>   Miss Alice Lakey -- Milk Consumers.<br>   Stephen Francisco -- Milk Producers. <br>   George Slaughter -- Milk Dealers.<br>   Ira S. Wile, M.D. -- Social Relations.<br>   John G. Saxe -- Legislation.<br>   Charles T. Root -- Publicity.<br>   Franklin D. Roosevelt -- Ways and Means.<br><br>      ADVISORY COUNCIL<br><br>   E.H. Bartley, M.D.  A. Jacobi, M.D.<br>   Henry D. Chapin, M.D.  Walter W. Laidlaw<br>   Henry L. Coit, M.D.  Walter W. Law<br>   Henry Ives Cobb  V. Everit Macy<br>   Lewis A. Conner, M.D.  Dewitt J. Seligman<br>   Mrs. Arthur M. Dodge  John Spargo<br>   Haven Emerson, M.D.  Mrs. Henry Villard<br>   George W. Goler, M.D.  Arthur E. Wakemen<br>   Rt. Rev. David H. Greer  George W. Wickersham<br>",,
134,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=134,Record of Accomplishments and Prospectus,135.cpd,/p4129coll7/image/135.cpd,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/134,2004-02-18,2004-02-18,JPG,Milk depots; Milk hygiene; Infant mortality,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,9,16,Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials,English,mk1e002,1910,"Leaflet (single folded sheet) printed on two sides providing detailed summary of the accomplishments of the New York Milk Committee from 1906 to 1910, and laying out a program of activities for 1911.  Includes names of board and committee members.",,,,,,,,,
135,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=135,An Accomplishment and An Expectation (1),71246181822004_mk1e047m001.jpg,/p4129coll7/image/71246181822004_mk1e047m001.jpg,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/135,2004-02-18,2004-02-18,JPG,Milk; Infants;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.;,9,16,Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e047m001.jpg,[1912],Front of leaflet.,,front of mk1e047,mk1e047,,,,,,
136,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=136,An Accomplishment and An Expectation (2),60447181822004_mk1e047m002.jpg,/p4129coll7/image/60447181822004_mk1e047m002.jpg,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/136,2004-02-18,2004-02-18,JPG,Milk depots; Infant mortality; Milk hygiene; Food adulteration & inspection;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,18,16,Printed Ephemera of the New York Milk Committee.; Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e047m002.jpg,[1912],Text details accomplishments of 1911 and program of activities for 1912.,,inside faces of mk1e047,mk1e047,,,,"1911<br>  What We Accomplished<br>  Established 31 Infant Milk Stations.<br>  Took care of 7,919 babies at our Milk Stations.<br>  Educated 12,401 mothers in the care and feeding of their babies.<br>  Distributed 420,452 quarts of clean milk.<br>  Medical examinations given of 27,095 babies.<br>  Conducted a vigorous educational campaign on matters relating to the work of reducing infant mortality.<br>  Brought about the formation of the Infants' Milk Station Association of New York to eliminate duplication and to provide a clearing house for information relating to Milk Station activities. <br>  Helped to reduce the infant death rate of babies under one year<br>  From 1910--125.6 per 1,000 births<br>  To 1911--111.6 per 1,000 births<br>  Prepared a report for the Board of Estimate and Approtionment shoeing the vlaue of Milk Stations as a means of decrasing the infatn death rate--a sufficient appropriation was gratned to establish 55 Municipal Milk Stations in 1912.<br>  Brought to a successful conclusion our two years' demonstration to show that a clean and safe milk can be produced under ordinary farm conditions and sold in New York at a price paid for inferior bottled milk.  The methods used in this demonstration have attracted a nation wide interest among milk experts and health officers.<br>  Our National Commission has completed its study of mik standards and the report is being published by the United States as a government document.  Its wide circulation will do much in influencing legislation for adeqaute milk standards.<br>      [page break]    1912<br>  What We Want to Do<br>  Be prepared to cooperate with the Health De-partment in the development of Municipal Milk Stations until they become health centers for the education of mothers, and are made a basis for official control and supervision of midwives, boarded-out babies and children under school age.<br>  Keep the public informed as to the progress of the work of the Milk Stations, and advocate increasing the number of Stations until all the congested sections of the City are provided for.<br>  Bring about a better coordination of the activi-ties of all the agencies doing infant welfare work.<br>  Continue our active campaing to raise the stand-ard of New York's milk supply.  Investigate and expose fraudulent practices in the milk trade and defeat any attempt to legislate for lower milk standards.<br>  Conduct a nation wide campain to obtain the general adoption of adequate milk standards rec-commended by our National Commission.<br>  Carry on an investigation of congenital dis-eases, and an experiment to determine the value of educating expectant mothers as a means of re-ducing infant mortality from these diseases.<br>  Make available to Health Officers and Civic Organizations throughout the country informa-tion relating to Infatn Milk Station work, and be prepared to extend cooperation wherever re-quested, and share the credit for results accom-plished with all due generosity where it is de-served.<br>  Establish a position of leadership for the com-mittee and make it indispensable in its field.<br>",,
137,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=137,An Accomplishment and An Expectation (3),97447181822004_mk1e047m003.jpg,/p4129coll7/image/97447181822004_mk1e047m003.jpg,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/137,2004-02-18,2004-02-18,JPG,Milk depots; Motion pictures;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,9,16,Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials,English,mk1e047m003.jpg,[1912],"Photograph of mothers, infants and nurse at milk station with caption title: ""Scene from our new Moving Picture Film entitled 'Care of the Baby'"".  Film made by Thomas A. Edison, Inc.",,back of mk1e047,mk1e047,Halftone photomechanical prints,,,,,
138,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=138,An Accomplishment and An Expectation,136.cpd,/p4129coll7/image/136.cpd,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/138,2004-02-18,2004-02-18,JPG,Milk; Infant mortality; Milk depots,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,9,16,Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials,English,mk1e002,[1912],"Leaflet (one sheet, folded) printed on two sides providing summary of New York Milk Committee's accomplishments in 1911 and proposed plan of activity in 1912.",,,,Halftone photomechanical prints,,,,,
140,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=140,A Letter to Expectant Mothers (English),138.cpd,/p4129coll7/image/138.cpd,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/140,2004-02-20,2004-02-20,JPG,Milk; Pregnancy; Health & welfare,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,12,16,Printed Ephemera of the New York Milk Committee.; Educational Materials,English,mk1e035,1911,Circular promoting prenatal healthcare and encouraging pregnant women to visit maternity clinics. Single folded sheet.,,,,Halftone photomechanical prints,,,,,
144,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=144,The New-York Milk Dairy,142.jpg,/p4129coll7/image/142.jpg,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/144,2004-03-09,2004-03-09,,Milk depots; Milk hygiene;,,,,,,,,,,Single printed sheet...,,,,,,,,,
146,https://server16268.contentdm.oclc.org/cgi-bin/showfile.exe?CISOROOT=/p4129coll7&CISOPTR=146,The New-York Milk Dairy,144.jpg,/p4129coll7/image/144.jpg,http://cdm16268.contentdm.oclc.org:80/cdm/ref/collection/p4129coll7/id/146,2004-03-19,2004-03-19,JPG,Dairy farming; Milk depots; Milk hygiene,The New York Academy of Medicine,Circulars; Advertisements,"Warner, Thomas.",18.5,23.5,,English,RB148753,[1819],Proposal for the establishment of a dairy distribution center in New York and invitation for interested customers to come forward.,,,,,Bernadette CARDONA,,"[in handwritten script:   Project for supplying New York with milk. June 1819] Arrangements for an extensive and permanent establishement under the above title having been made by the subscriber, on the plan of the best establishments ofa similar nature in Great Britain, he takes this method of informing his friends and fellow-citizens that he will be ready to supply them with milk on the first of June next, and at all times after that date, on receiving ten days previous notice.<br> In the mean while he begs leave respectfully to solicit their encouragement of his enterprise on the following conditions and assurances, viz.:<br> 1. That he will serve them with milk delivered in its original purity, uncorrupted by any mixture or adulteration whatsoever.<br> 2. That he will therefore carefully avoid the excessive use too frequently made of the slops of distilleries in feeding the cows, which is well known to impoverish the milk, if not to infect it with unwholesome qualities.<br> 3. That he will spare no pains to preserve and deliver the mik clean; bestowing his personal and careful attention to give it this most important and unusual recommendation.<br> 4. That in distributing the milk by his carriers he will employ such precautions as shall preclude the possibility, either from carelessness or design, of the fraud of deficient measure; which in the usual mode of distribution is so easily and securely practised on the negligence of servants.<br> 5. That the milk shall be served to his customers with the strictest attention to punctuality; at any hour of the day, and in any quantity, that may be desired; -- the situation of his establishment, only two miles from the City Hall, on the Eighth Avenue, affording peculiar facilities for their accommodation in this respect.<br> 6. That his milk, thus pure, clean, correctly measured, and punctually served, shall always be delivered to his customers at the lowest market price.<br> Finally; that having provided buildings for his stables of the most commodious and substantial construction, and large enough to admit of between two and three hundred separate stalls, he will prosecute his design with assiduous fidelity to these conditions and assurances, yielding to no obstables or dificulties it may encounter, so long as the patronage of his friends and the public may encourage his perseverance.  And on these grounds, connected with the obvious public utility of an establishment of this nature, so managed as to deserve and justify the public confidence, he again respectfully solicits their encouragement of his enterprise in the outset.<br> THOMAS WARNER.<br> N.B. Persons wishing to be supplied with milk on the above conditions, are invited to leave their applications, addressed to the subscriber, at the Post-office, specifying where they live, and when, and with what quantity of milk, they would be served.  And if any should wish for a further and more minute explanation of the plan of the proposed establishement, and of the means of carrying it into effect, and will signify that wish as here directed, it shall be promptly attended to.",(resized PShop),
